dataset,unique_identifier,plot,line,rep,treatment,block,row,col,DF,DPM,PLHA,POM_c2,SW100,TSW,YDHA,YDHPL,YdHa_clean
Dar16C_hiP,16ADB04207.000,4207,DAB_617,R1,T133,B12,58,4,40,80,26,11.8,52,254.016,2170.950698,1803.559041,1173.486864
Dar16C_hiP,16ADB04322.000,4322,DAB_187,R1,T160,B18,58,5,40,80,31,11.2,35,308.448,2642.132093,1840.969458,1434.64186
Dar16C_hiP,16ADB04339.000,4339,BRB_198,R1,T190,B18,58,6,49,85,30,12,58,260.091,2217.830233,1596.837767,1198.827153
Dar16C_hiP,16ADB04454.000,4454,DAN_024,R2,T253,B6,58,7,40,82,26,12.1,57,276.696,2356.742093,1957.908816,1273.914645
Dar16C_hiP,16ADB04471.000,4471,SAA_020,R2,T224,B6,58,8,39,81,24,11.2,50,367.416,3147.245581,2832.521023,1708.911628
Dar16C_hiP,16ADB04586.000,4586,DAB_231,R2,T76,B12,58,9,47,83,27,12.1,52,294.84,2511.282558,2009.026047,1357.450031
Dar16C_hiP,16ADB04603.000,4603,DAN_003,R2,T232,B12,58,10,47,84,26,11.6,59,196.209,1680.705,1396.278,908.4891892
Dar16C_hiP,16ADB04718.000,4718,DAB_612,R2,T124,B18,58,11,46,85,26,11.6,47,141.453,1202.076366,998.6480581,654.9573224
Dar16C_hiP,16ADB04735.000,4735,LPA_777,R2,T305,B18,58,12,46,84,28,12.9,53,387.855,3273.466134,2525.245303,1769.441153
Dar16C_hiP,16ADB04059.000,4059,DAN_023,R1,T252,B6,59,1,39,80,23,11.6,50,146.016,1242.267907,1166.6516,676.084978
Dar16C_hiP,16ADB04074.000,4074,DAA_115,R1,T368,B6,59,2,47,85,25,11.6,46,100.386,859.8955814,742.9497823,464.8084224
Dar16C_hiP,16ADB04191.000,4191,LPA_546,R1,T166,B12,59,3,39,81,27,11.6,55,159.705,1357.182994,1085.746395,739.4679447
Dar16C_hiP,16ADB04206.000,4206,CMB_103,R1,T272,B12,59,4,40,82,24,11.6,52,167.832,1424.620465,1282.158419,777.0976744
Dar16C_hiP,16ADB04323.000,4323,LPA_164,R1,T294,B18,59,5,40,82,35,11.2,54,249.48,2137.018605,1318.845767,1160.372093
Dar16C_hiP,16ADB04338.000,4338,DAA_094,R1,T358,B18,59,6,47,82,27,11.3,60,264.654,2266.997442,1813.597953,1229.562634
Dar16C_hiP,16ADB04455.000,4455,DAB_617,R2,T133,B6,59,7,39,81,25,11.4,50,367.416,3147.245581,2719.220182,1705.062728
Dar16C_hiP,16ADB04470.000,4470,DAB_905,R2,T7,B6,59,8,38,81,26,11.6,42,240.408,2059.308837,1710.810419,1113.139912
Dar16C_hiP,16ADB04587.000,4587,CMB_057,R2,T284,B12,59,9,47,85,22,12.1,57,276.696,2356.742093,2313.892237,1273.914645
Dar16C_hiP,16ADB04602.000,4602,SEQ_1027,R2,T199,B12,59,10,48,84,26,11.3,51,287.469,2462.428256,2045.709628,1335.559412
Dar16C_hiP,16ADB04719.000,4719,DAB_569,R2,T104,B18,59,11,46,85,24,12.1,54,328.536,2798.286279,2518.457651,1512.587178
Dar16C_hiP,16ADB04734.000,4734,ACC_009,R2,T27,B18,59,12,45,84,30,11.5,52,319.41,2736.031395,1969.942605,1480.608894
Dar16C_hiP,16ADB04060.000,4060,LPA_778,R1,T307,B6,60,1,40,81,25,11.6,62,150.579,1289.843372,1114.424673,697.2126336
Dar16C_hiP,16ADB04073.000,4073,DAB_106,R1,T217,B6,60,2,43,83,25,11.6,47,205.335,1758.877326,1519.670009,950.7445003
Dar16C_hiP,16ADB04192.000,4192,DAB_905,R1,T7,B12,60,3,39,80,27,11.6,39,117.936,1010.226977,808.1815814,546.0686361
Dar16C_hiP,16ADB04205.000,4205,DAB_579,R1,T117,B12,60,4,39,80,27,11.6,61,187.083,1597.094215,1277.675372,866.2338781
Dar16C_hiP,16ADB04324.000,4324,DAB_277,R1,T83,B18,60,5,37,80,31,11.6,56,228.15,1954.30814,1361.711478,1056.382778
Dar16C_hiP,16ADB04337.000,4337,DAZ_004,R1,T311,B18,60,6,45,81,30,12.3,51,273.78,2326.599419,1675.151581,1257.621307
Dar16C_hiP,16ADB04456.000,4456,LPA_643,R2,T168,B6,60,7,45,84,26,12.2,52,244.944,2083.922791,1731.258934,1126.444752
Dar16C_hiP,16ADB04469.000,4469,LPA_164,R2,T294,B6,60,8,40,81,26,11.2,60,308.448,2642.132093,2195.002047,1434.64186
Dar16C_hiP,16ADB04588.000,4588,DAA_125,R2,T339,B12,60,9,42,82,27,11.6,52,204.12,1732.646512,1386.117209,945.1187932
Dar16C_hiP,16ADB04601.000,4601,DAB_575,R2,T111,B12,60,10,46,83,27,12.4,48,292.032,2478.876279,1983.101023,1339.933124
Dar16C_hiP,16ADB04720.000,4720,ACC_030,R2,T42,B18,60,11,48,85,25,11.7,53,250.965,2147.307122,1855.273353,1160.706552
Dar16C_hiP,16ADB04733.000,4733,DAB_920,R2,T16,B18,60,12,40,81,27,11.6,47,214.461,1837.049651,1469.639721,992.9998114
Dar16C_hiP,16ADB04061.000,4061,DAA_060,R1,T332,B6,61,1,38,82,19,11.6,55,104.949,897.9647965,1020.84419,485.9360779
Dar16C_hiP,16ADB04072.000,4072,LPA_774,R1,T302,B6,61,2,42,83,26,11.6,56,191.646,1626.762558,1351.464279,887.3615336
Dar16C_hiP,16ADB04193.000,4193,DAN_022,R1,T251,B12,61,3,40,82,25,11.6,51,163.296,1398.775814,1208.542303,756.0950346
Dar16C_hiP,16ADB04204.000,4204,DAB_597,R1,T143,B12,61,4,40,81,27,11.6,56,173.394,1485.274186,1188.219349,802.8509114
Dar16C_hiP,16ADB04325.000,4325,DAB_906,R1,T9,B18,61,5,39,80,25,11.6,47,235.872,2018.168372,1743.697473,1092.137272
Dar16C_hiP,16ADB04336.000,4336,NATAL_SUGAR,R1,T202,B18,61,6,47,83,32,11.3,37,249.48,2137.018605,1442.487558,1159.065368
Dar16C_hiP,16ADB04457.000,4457,DAB_052,R2,T213,B6,61,7,45,85,24,11.7,26,390.096,3337.74,3003.966,1804.183784
Dar16C_hiP,16ADB04468.000,4468,DAB_633,R2,T153,B6,61,8,38,81,26,11.4,44,308.448,2642.132093,2195.002047,1431.410685
Dar16C_hiP,16ADB04589.000,4589,DAA_121,R2,T374,B12,61,9,47,84,28,11.6,53,158.76,1346.075581,1038.401163,735.0923947
Dar16C_hiP,16ADB04600.000,4600,NUA_035,R2,T5,B12,61,10,47,84,23,11.6,51,228.15,1954.30814,1835.350253,1056.382778
Dar16C_hiP,16ADB04721.000,4721,DAA_124,R2,T324,B18,61,11,46,84,24,11.3,45,250.965,2149.738953,1934.765058,1165.964566
Dar16C_hiP,16ADB04732.000,4732,DAB_600,R2,T99,B18,61,12,45,83,25,11.6,60,219.024,1876.135814,1620.981343,1014.127467
Dar16C_hiP,16ADB04062.000,4062,DAA_001,R1,T255,B6,62,1,40,83,26,11.5,51,273.78,2345.169767,1948.294884,1269.093338
Dar16C_hiP,16ADB04071.000,4071,CMB_010,R1,T282,B6,62,2,43,82,25,11.2,45,250.965,2149.738953,1857.374456,1167.27907
Dar16C_hiP,16ADB04194.000,4194,DAN_014,R1,T243,B12,62,3,40,83,27,11.6,46,127.008,1087.936744,870.3493953,588.0739158
Dar16C_hiP,16ADB04203.000,4203,DAA_008,R1,T263,B12,62,4,39,79,25,11.5,54,292.032,2501.514419,2161.308458,1353.69956
Dar16C_hiP,16ADB04326.000,4326,DAN_006,R1,T235,B18,62,5,38,80,27,11.6,52,187.083,1602.532674,1282.02614,866.2338781
Dar16C_hiP,16ADB04335.000,4335,CMB_050,R1,T287,B18,62,6,48,84,23,11.6,42,167.832,1432.75186,1345.540878,777.0976744
Dar16C_hiP,16ADB04458.000,4458,DAB_916,R2,T1,B6,62,7,38,81,31,11.4,54,267.624,2292.43814,1597.311736,1241.959271
Dar16C_hiP,16ADB04467.000,4467,RED_CANADIAN_WONDER,R2,T201,B6,62,8,38,82,26,11.3,45,353.808,3030.68093,2517.796465,1643.765431
Dar16C_hiP,16ADB04590.000,4590,DAB_901,R2,T2,B12,62,9,47,85,24,12.4,54,240.408,2040.672558,1836.605302,1103.066248
Dar16C_hiP,16ADB04599.000,4599,SEQ_1003,R2,T375,B12,62,10,47,84,24,11.6,45,381.024,3263.810233,2937.429209,1764.221747
Dar16C_hiP,16ADB04722.000,4722,DAB_583,R2,T122,B18,62,11,46,83,28,11.2,44,282.906,2423.342093,1869.435329,1315.84186
Dar16C_hiP,16ADB04731.000,4731,DAA_024,R2,T352,B18,62,12,40,81,28,12,60,378.729,3229.472093,2491.307043,1745.660591
Dar16C_hiP,16ADB04063.000,4063,DAA_011,R1,T320,B6,63,1,39,80,25,11.6,52,123.201,1055.326395,911.8020056,570.4467002
Dar16C_hiP,16ADB04070.000,4070,CMB_025,R1,T275,B6,63,2,43,82,25,11.6,47,209.898,1797.963488,1553.440454,971.8721559
Dar16C_hiP,16ADB04195.000,4195,DAN_009,R1,T238,B12,63,3,40,83,26,11.6,51,140.616,1197.688605,995.0028408,651.0818353
Dar16C_hiP,16ADB04202.000,4202,DAB_916,R1,T1,B12,63,4,39,80,24,11.6,54,136.08,1165.646512,1049.08186,630.0791955
Dar16C_hiP,16ADB04327.000,4327,DAA_154,R1,T312,B18,63,5,39,81,28,11.6,45,190.512,1628.213023,1256.050047,882.1108737
Dar16C_hiP,16ADB04334.000,4334,DAA_114,R1,T367,B18,63,6,47,83,32,11.6,50,159.705,1368.015698,923.4105959,739.4679447
Dar16C_hiP,16ADB04459.000,4459,ACC_014,R2,T37,B6,63,7,47,84,26,11.6,50,222.264,1890.966977,1570.957181,1029.129353
Dar16C_hiP,16ADB04466.000,4466,AFR_298,R2,T65,B6,63,8,40,83,28,11.7,52,353.808,3027.252558,2335.309116,1636.352734
Dar16C_hiP,16ADB04591.000,4591,DAA_005,R2,T259,B12,63,9,40,81,28,11.7,55,276.696,2367.466744,1826.331488,1279.711754
Dar16C_hiP,16ADB04598.000,4598,DAA_062,R2,T328,B12,63,10,42,81,26,12.4,71,417.312,3542.299535,2942.83346,1914.756505
Dar16C_hiP,16ADB04723.000,4723,DAB_295,R2,T66,B18,63,11,39,81,27,11.2,63,287.469,2462.428256,1969.942605,1337.065116
Dar16C_hiP,16ADB04730.000,4730,DOR_364,R2,T387,B18,63,12,46,83,31,14.2,22,410.67,3414.291279,2378.990053,1845.562854
Dar16C_hiP,16ADB04064.000,4064,DAB_614,R1,T127,B6,64,1,40,79,25,11.6,46,141.453,1200.705698,1037.409723,654.9573224
Dar16C_hiP,16ADB04069.000,4069,ACC_007,R1,T36,B6,64,2,41,82,30,11.6,38,146.016,1249.342326,899.5264744,676.084978
Dar16C_hiP,16ADB04196.000,4196,DAB_910,R1,T21,B12,64,3,47,84,26,11.6,47,172.368,1463.123721,1215.518168,798.1003143
Dar16C_hiP,16ADB04201.000,4201,LPA_775,R1,T303,B12,64,4,39,81,28,11.6,57,204.12,1746.49186,1347.293721,945.1187932
Dar16C_hiP,16ADB04328.000,4328,DAB_622,R1,T142,B18,64,5,38,80,28,11.6,52,213.192,1826.179535,1408.76707,987.1240729
Dar16C_hiP,16ADB04333.000,4333,DAB_583,R1,T122,B18,64,6,39,81,22,11.6,44,195.048,1665.09,1634.815636,903.1135135
Dar16C_hiP,16ADB04460.000,4460,ACC_002,R2,T33,B6,64,7,38,80,26,11.4,51,299.376,2564.422326,2130.443163,1389.310371
Dar16C_hiP,16ADB04465.000,4465,DAN_009,R2,T238,B6,64,8,40,82,25,11.5,52,285.768,2447.857674,2114.949031,1324.663105
Dar16C_hiP,16ADB04592.000,4592,DAA_015,R2,T345,B12,64,9,38,80,26,12.3,52,344.736,2929.587907,2433.811492,1583.561031
Dar16C_hiP,16ADB04597.000,4597,CAL_096,R2,T390,B12,64,10,42,81,27,12.1,62,285.768,2434.012326,1947.20986,1315.682338
Dar16C_hiP,16ADB04724.000,4724,DAA_021,R2,T353,B18,64,11,46,83,27,11.6,65,219.024,1867.646512,1494.117209,1014.127467
Dar16C_hiP,16ADB04729.000,4729,DAB_594,R2,T138,B18,64,12,39,81,25,11.4,53,246.402,2110.652791,1823.604011,1143.474607
Dar16C_hiP,16ADB04065.000,4065,DAB_621,R1,T141,B6,65,1,39,79,24,11.6,54,123.201,1055.326395,949.7937558,570.4467002
Dar16C_hiP,16ADB04068.000,4068,DAA_151,R1,T313,B6,65,2,42,NA,26,11.6,50,86.697,740.9569186,615.5642093,401.4254557
Dar16C_hiP,16ADB04197.000,4197,TIO_CANELA_75,R1,T382,B12,65,3,49,NA,32,12.3,22,326.592,2775.39907,1873.394372,1500.215713
Dar16C_hiP,16ADB04200.000,4200,ACC_030,R1,T42,B12,65,4,40,82,26,11.6,47,190.512,1630.05907,1354.202919,882.1108737
Dar16C_hiP,16ADB04329.000,4329,ACC_031,R1,T43,B18,65,5,48,81,29,11.6,54,159.705,1368.015698,1018.93583,739.4679447
Dar16C_hiP,16ADB04332.000,4332,LPA_512,R1,T164,B18,65,6,40,79,25,11.7,62,296.595,2537.726599,2192.595781,1371.744107
Dar16C_hiP,16ADB04461.000,4461,SAB_712,R2,T183,B6,65,7,39,81,25,11.6,54,158.76,1353.767442,1169.65507,735.0923947
Dar16C_hiP,16ADB04464.000,4464,DAB_622,R2,T142,B6,65,8,39,81,22,11.8,55,362.88,3101.35814,3044.96981,1676.409805
Dar16C_hiP,16ADB04593.000,4593,DAB_295,R2,T391,B12,65,9,39,81,28,11.6,56,367.416,3147.245581,2427.875163,1701.213828
Dar16C_hiP,16ADB04596.000,4596,DAB_902,R2,T4,B12,65,10,48,82,27,12.2,46,281.232,2392.652093,1914.121674,1293.325456
Dar16C_hiP,16ADB04725.000,4725,DAN_002,R2,T231,B18,65,11,42,81,28,11.6,59,196.209,1667.39625,1286.277107,908.4891892
Dar16C_hiP,16ADB04728.000,4728,NUA_520,R2,T149,B18,65,12,39,82,30,11.3,60,255.528,2188.825116,1575.954084,1187.163922
Dar16C_hiP,16ADB04066.000,4066,DAB_919,R1,T24,B6,66,1,43,83,23,11.6,43,82.134,703.5509302,660.726091,380.2978001
Dar16C_hiP,16ADB04067.000,4067,DAB_396,R1,T80,B6,66,2,43,83,34,11.6,44,164.268,1400.734884,889.878632,760.5956003
Dar16C_hiP,16ADB04198.000,4198,AMADEUS,R1,T379,B12,66,3,43,82,47,12,28,396.981,3385.109302,1555.709807,1829.788812
Dar16C_hiP,16ADB04199.000,4199,DAB_380,R1,T72,B12,66,4,39,80,28,11.9,59,244.944,2091.043256,1613.090512,1130.293652
Dar16C_hiP,16ADB04330.000,4330,ACC_014,R1,T37,B18,66,5,47,81,31,11.6,45,181.44,1550.67907,1080.473158,840.105594
Dar16C_hiP,16ADB04331.000,4331,SER_118,R1,T383,B18,66,6,46,81,40,12.1,32,381.024,3245.349767,1752.488874,1754.243118
Dar16C_hiP,16ADB04462.000,4462,LPA_566,R2,T295,B6,66,7,40,82,21,11.4,61,244.944,2098.163721,2158.111256,1136.708485
Dar16C_hiP,16ADB04463.000,4463,SAB_576,R2,T182,B6,66,8,40,82,NA,11.6,NA,NA,NA,NA,NA
Dar16C_hiP,16ADB04594.000,4594,DAN_015,R2,T244,B12,66,9,47,84,30,11.6,55,213.192,1824.113721,1313.361879,987.1240729
Dar16C_hiP,16ADB04595.000,4595,ACC_031,R2,T43,B12,66,10,47,84,20,11.7,51,258.552,2212.223023,2389.200865,1195.796229
Dar16C_hiP,16ADB04726.000,4726,CMB_095,R2,T288,B18,66,11,47,84,32,11.9,47,250.965,2142.443459,1446.149335,1158.077546
Dar16C_hiP,16ADB04727.000,4727,DAB_932,R2,T61,B18,66,12,45,83,22,11.6,50,118.638,1016.240233,997.7631374,549.3190446
