dataset,unique_identifier,plot,line,rep,treatment,block,row,col,DF,DPM,PLHA,POM_c2,SW100,TSW,YDHA,YDHPL,YdHa_clean
Dar16C_hiP,16ADB04001.000,4001,DAB_913,R1,T6,B1,1,1,38,80,20,11.6,38,109.512,938.067907,1013.11334,507.0637335
Dar16C_hiP,16ADB04132.000,4132,DAB_609,R1,T120,B1,1,2,40,83,28,11.6,45,191.646,1637.904767,1263.526535,887.3615336
Dar16C_hiP,16ADB04133.000,4133,DAA_122,R1,T357,B7,1,3,39,84,34,11.8,52,264.654,2261.868488,1436.951746,1222.631615
Dar16C_hiP,16ADB04264.000,4264,AFR_735,R1,T219,B7,1,4,40,81,37,11.6,54,217.728,1865.034419,1088.77685,1008.126713
Dar16C_hiP,16ADB04265.000,4265,RAA_030,R1,T186,B13,1,5,47,81,35,11.6,57,232.713,1977.609506,1220.467581,1077.510434
Dar16C_hiP,16ADB04396.000,4396,SEN_056,R1,T389,B13,1,6,39,82,43,12.1,22,285.768,2434.012326,1222.666657,1315.682338
Dar16C_hiP,16ADB04397.000,4397,DAB_593,R2,T137,B1,1,7,39,81,32,11.6,47,172.368,1476.485581,996.6277674,798.1003143
Dar16C_hiP,16ADB04528.000,4528,NUA_365,R2,T139,B1,1,8,40,82,37,11.6,44,127.008,1087.936744,635.119829,588.0739158
Dar16C_hiP,16ADB04529.000,4529,CAL_143,R2,T377,B7,1,9,48,84,27,11.6,46,187.083,1602.532674,1282.02614,866.2338781
Dar16C_hiP,16ADB04660.000,4660,NDZ_002,R2,T322,B7,1,10,39,83,37,11.6,47,123.201,1055.326395,616.0824362,570.4467002
Dar16C_hiP,16ADB04661.000,4661,DAA_145,R2,T310,B13,1,11,39,81,40,11.6,52,104.949,898.9817442,485.4501419,485.9360779
Dar16C_hiP,16ADB04792.000,4792,DAB_614,R2,T127,B13,1,12,38,81,30,11.6,49,145.152,1234.917209,889.1403907,672.0844752
Dar16C_hiP,16ADB04002.000,4002,RAA_021,R1,T185,B1,2,1,43,81,24,11.6,49,232.713,1977.609506,1779.848555,1077.510434
Dar16C_hiP,16ADB04131.000,4131,DAA_016,R1,T354,B1,2,2,38,80,26,12.2,48,250.965,2135.147965,1773.815233,1154.134035
Dar16C_hiP,16ADB04134.000,4134,DAB_580,R1,T118,B7,2,3,47,82,26,11.6,62,228.15,1936.622093,1608.886047,1056.382778
Dar16C_hiP,16ADB04263.000,4263,CAL_143,R1,T377,B7,2,4,44,83,31,11.6,46,228.15,1932.200581,1346.307502,1056.382778
Dar16C_hiP,16ADB04266.000,4266,RMX_019,R1,T206,B13,2,5,47,83,24,11.6,40,223.587,1904.389273,1713.950346,1035.255123
Dar16C_hiP,16ADB04395.000,4395,DAN_021,R1,T250,B13,2,6,40,83,29,11.6,63,213.192,1811.718837,1349.418168,987.1240729
Dar16C_hiP,16ADB04398.000,4398,DAN_016,R2,T245,B1,2,7,46,83,21,11.6,61,114.075,1221.442587,1005.072757,528.1913891
Dar16C_hiP,16ADB04527.000,4527,NDZ_008,R2,T325,B1,2,8,40,82,27,11.6,49,90.72,777.0976744,621.6781395,420.052797
Dar16C_hiP,16ADB04530.000,4530,ACC_027,R2,T47,B7,2,9,40,81,27,11.6,48,104.328,893.6623256,714.9298605,483.0607165
Dar16C_hiP,16ADB04659.000,4659,DAA_100,R2,T359,B7,2,10,37,82,30,11.6,57,168.831,1446.188023,1041.255377,781.7232558
Dar16C_hiP,16ADB04662.000,4662,DAA_122,R2,T357,B13,2,11,38,81,24,11.6,54,219.024,1865.524186,1678.971767,1014.127467
Dar16C_hiP,16ADB04791.000,4791,DAA_154,R2,T312,B13,2,12,38,82,30,11.1,55,394.632,3380.374884,2433.869916,1837.564676
Dar16C_hiP,16ADB04003.000,4003,CAL_143,R1,T63,B1,3,1,38,80,30,11.6,52,173.394,1465.112093,1054.880707,802.8509114
Dar16C_hiP,16ADB04130.000,4130,DAB_942,R1,T11,B1,3,2,38,78,28,11.6,55,214.461,1837.049651,1417.152588,992.9998114
Dar16C_hiP,16ADB04135.000,4135,LPA_776,R1,T304,B7,3,3,47,82,28,11.6,61,173.394,1480.233663,1141.89454,802.8509114
Dar16C_hiP,16ADB04262.000,4262,DAB_585,R1,T125,B7,3,4,40,84,26,11.6,52,109.512,938.067907,779.3179535,507.0637335
Dar16C_hiP,16ADB04267.000,4267,DAA_100,R1,T359,B13,3,5,40,81,28,11.6,62,235.872,2013.597209,1553.346419,1092.137272
Dar16C_hiP,16ADB04394.000,4394,DAA_126,R1,T340,B13,3,6,40,83,27,11.6,54,231.336,1981.59907,1585.279256,1071.134632
Dar16C_hiP,16ADB04399.000,4399,DAB_921,R2,T3,B1,3,7,39,82,32,11.6,44,172.368,1471.474884,993.2455465,798.1003143
Dar16C_hiP,16ADB04526.000,4526,DAA_059,R2,T333,B1,3,8,38,80,30,11.6,51,204.12,1730.668605,1246.081395,945.1187932
Dar16C_hiP,16ADB04531.000,4531,ACC_007,R2,T36,B7,3,9,38,79,28,11.6,41,140.616,1201.776279,927.0845581,651.0818353
Dar16C_hiP,16ADB04658.000,4658,DAB_380,R2,T72,B7,3,10,38,78,26,11.6,52,146.016,1250.757209,1039.090605,676.084978
Dar16C_hiP,16ADB04663.000,4663,DAN_059,R2,T337,B13,3,11,42,81,26,12.1,58,278.343,2370.77032,1969.563035,1281.49747
Dar16C_hiP,16ADB04790.000,4790,DAB_084,R2,T215,B13,3,12,39,83,28,11.6,50,163.296,1392.446512,1074.173023,756.0950346
Dar16C_hiP,16ADB04004.000,4004,ACC_004,R1,T41,B1,4,1,40,81,23,11.6,50,136.89,1172.584884,1101.210152,633.8296669
Dar16C_hiP,16ADB04129.000,4129,DAB_549,R1,T95,B1,4,2,39,80,28,11.6,54,237.276,2032.480465,1567.913502,1098.638089
Dar16C_hiP,16ADB04136.000,4136,NUA_368,R1,T145,B7,4,3,48,83,23,11.6,69,150.579,1288.384273,1209.960883,697.2126336
Dar16C_hiP,16ADB04261.000,4261,DAA_014,R1,T330,B7,4,4,38,79,23,11.6,75,231.336,1972.632558,1852.559272,1071.134632
Dar16C_hiP,16ADB04268.000,4268,DAN_005,R1,T234,B13,4,5,42,82,26,11.6,70,226.8,1942.744186,1613.972093,1050.131992
Dar16C_hiP,16ADB04393.000,4393,SEQ_1003,R1,T375,B13,4,6,46,83,29,11.1,50,285.768,2447.857674,1823.231923,1330.650283
Dar16C_hiP,16ADB04400.000,4400,DAA_052,R2,T335,B1,4,7,40,81,27,11.6,66,204.12,1734.624419,1387.699535,945.1187932
Dar16C_hiP,16ADB04525.000,4525,CMB_103,R2,T272,B1,4,8,40,82,26,11.6,54,195.048,1668.87,1386.445846,903.1135135
Dar16C_hiP,16ADB04532.000,4532,DAN_030,R2,T268,B7,4,9,39,80,32,11.6,44,222.264,1903.889302,1285.125279,1029.129353
Dar16C_hiP,16ADB04657.000,4657,LYAMUNGO_85,R2,T203,B7,4,10,40,81,32,11.6,51,205.335,1754.897965,1184.556126,950.7445003
Dar16C_hiP,16ADB04664.000,4664,NUA_537,R2,T227,B13,4,11,39,81,27,12.3,62,264.654,2249.046105,1799.236884,1215.700597
Dar16C_hiP,16ADB04789.000,4789,DAB_592,R2,T136,B13,4,12,40,81,27,11.6,52,172.368,1469.804651,1175.843721,798.1003143
Dar16C_hiP,16ADB04005.000,4005,DAB_267,R1,T82,B1,5,1,40,81,20,11.6,50,114.075,1055.326395,1055.326395,528.1913891
Dar16C_hiP,16ADB04128.000,4128,NUA_520,R1,T149,B1,5,2,42,81,27,12,58,282.906,2412.376744,1929.901395,1303.987429
Dar16C_hiP,16ADB04137.000,4137,DAA_062,R1,T328,B7,5,3,43,82,27,11.6,66,292.032,2501.514419,2001.211535,1352.169956
Dar16C_hiP,16ADB04260.000,4260,LPA_566,R1,T295,B7,5,4,43,83,20,11.8,62,254.016,2170.950698,2344.626753,1173.486864
Dar16C_hiP,16ADB04269.000,4269,AFR_722,R1,T396,B13,5,5,40,81,28,11.3,53,299.376,2564.422326,1978.268651,1390.878441
Dar16C_hiP,16ADB04392.000,4392,DAB_925,R1,T58,B13,5,6,37,79,29,11.2,52,337.662,2892.376047,2154.321469,1570.52093
Dar16C_hiP,16ADB04401.000,4401,DAB_629,R2,T151,B1,5,7,39,81,32,11.5,52,281.232,2409.002791,1626.076884,1303.636706
Dar16C_hiP,16ADB04524.000,4524,DAN_017,R2,T246,B1,5,8,39,80,32,11.6,55,195.048,1670.76,1127.763,903.1135135
Dar16C_hiP,16ADB04533.000,4533,CMB_105,R2,T286,B7,5,9,40,82,28,12.3,56,272.16,2312.832558,1784.185116,1250.179761
Dar16C_hiP,16ADB04656.000,4656,LPA_772,R2,T300,B7,5,10,39,80,38,11.6,48,237.276,2032.480465,1155.304685,1098.638089
Dar16C_hiP,16ADB04665.000,4665,LPA_775,R2,T303,B13,5,11,40,81,27,11.6,52,205.335,1758.877326,1407.10186,950.7445003
Dar16C_hiP,16ADB04788.000,4788,DAB_598,R2,T144,B13,5,12,38,81,28,11.6,52,240.408,2059.308837,1588.609674,1113.139912
Dar16C_hiP,16ADB04006.000,4006,DAN_003,R1,T232,B1,6,1,38,78,25,11.6,54,127.764,1094.412558,945.5724502,591.5743558
Dar16C_hiP,16ADB04127.000,4127,SAB_560,R1,T180,B1,6,2,38,78,28,12.9,59,438.048,3697.091163,2852.041754,1998.427656
Dar16C_hiP,16ADB04138.000,4138,DAB_384,R1,T77,B7,6,3,42,79,30,11.8,55,269.217,2300.866221,1656.623679,1243.711471
Dar16C_hiP,16ADB04259.000,4259,ACC_009,R1,T27,B7,6,4,44,81,27,11.4,53,292.032,2501.514419,2001.211535,1355.229164
Dar16C_hiP,16ADB04270.000,4270,DAA_098,R1,T361,B13,6,5,39,80,25,11.6,56,223.587,1906.555814,1647.264223,1035.255123
Dar16C_hiP,16ADB04391.000,4391,ACC_022,R1,T34,B13,6,6,39,80,26,11,54,362.016,3100.989767,2576.206884,1687.587681
Dar16C_hiP,16ADB04402.000,4402,DAB_064,R2,T214,B1,6,7,48,85,22,11.2,46,303.912,2603.277209,2555.944896,1413.544186
Dar16C_hiP,16ADB04523.000,4523,LPA_530,R2,T165,B1,6,8,38,77,31,11.3,46,263.088,2253.583256,1570.238656,1222.287115
Dar16C_hiP,16ADB04534.000,4534,DAB_923,R2,T8,B7,6,9,39,81,32,11.5,41,244.944,2098.163721,1416.260512,1135.425519
Dar16C_hiP,16ADB04655.000,4655,LPA_732,R2,T170,B7,6,10,40,82,32,12.3,59,319.41,2714.365988,1832.197042,1467.224859
Dar16C_hiP,16ADB04666.000,4666,DAB_396,R2,T80,B13,6,11,38,80,28,12.2,46,282.906,2406.89407,1856.746854,1301.023821
Dar16C_hiP,16ADB04787.000,4787,DAB_628,R2,T150,B13,6,12,39,81,27,10.9,52,281.232,2409.002791,1927.202233,1312.474921
Dar16C_hiP,16ADB04007.000,4007,DAB_909,R1,T14,B1,7,1,38,80,27,11.6,52,219.024,1876.135814,1500.908651,1014.127467
Dar16C_hiP,16ADB04126.000,4126,DAN_018,R1,T247,B1,7,2,43,84,30,11.6,60,187.083,1602.532674,1153.823526,866.2338781
Dar16C_hiP,16ADB04139.000,4139,CMB_073,R1,T276,B7,7,3,44,79,25,11.6,55,159.705,1355.635465,1171.269042,739.4679447
Dar16C_hiP,16ADB04258.000,4258,SAA_020,R1,T224,B7,7,4,38,81,27,11.3,56,381.024,3263.810233,2611.048186,1770.208925
Dar16C_hiP,16ADB04271.000,4271,CMB_014,R1,T277,B13,7,5,39,81,29,11.6,49,213.192,1811.718837,1349.418168,987.1240729
Dar16C_hiP,16ADB04390.000,4390,DAB_930,R1,T51,B13,7,6,39,81,27,11.6,62,285.768,2447.857674,1958.28614,1323.16631
Dar16C_hiP,16ADB04403.000,4403,DAB_317,R2,T209,B1,7,7,39,82,28,11.4,60,381.024,3263.810233,2517.796465,1768.213199
Dar16C_hiP,16ADB04522.000,4522,DAN_007,R2,T236,B1,7,8,38,80,33,11.6,60,208.656,1779.237209,1164.591628,966.1214331
Dar16C_hiP,16ADB04535.000,4535,DAB_062,R2,T155,B7,7,9,46,84,29,11.8,54,272.16,2326.018605,1732.482823,1257.307354
Dar16C_hiP,16ADB04654.000,4654,DAN_001,R2,T230,B7,7,10,44,82,31,11.6,50,177.957,1512.289622,1053.724382,823.9785669
Dar16C_hiP,16ADB04667.000,4667,LPA_467,R2,T162,B13,7,11,45,84,25,11.6,50,214.461,1574.642487,1574.642487,992.9998114
Dar16C_hiP,16ADB04786.000,4786,DAB_573,R2,T109,B13,7,12,40,81,27,11.3,57,290.304,2486.712558,1989.370047,1348.73061
Dar16C_hiP,16ADB04008.000,4008,SAB_560,R1,T388,B1,8,1,38,77,24,12.5,53,314.847,2669.487645,2402.538881,1442.966295
Dar16C_hiP,16ADB04125.000,4125,SEF_060,R1,T386,B1,8,2,40,81,28,14,29,506.493,4220.775,3256.026429,2281.5
Dar16C_hiP,16ADB04140.000,4140,ACC_003,R1,T30,B7,8,3,48,83,25,11.6,48,182.52,1563.446512,1350.817786,845.1062225
Dar16C_hiP,16ADB04257.000,4257,DAB_520,R1,T94,B7,8,4,39,80,26,11.6,51,358.344,3069.535814,2550.075907,1659.208548
Dar16C_hiP,16ADB04272.000,4272,DAN_007,R1,T236,B13,8,5,40,80,25,11.9,58,308.448,2633.165581,2275.055062,1423.332747
Dar16C_hiP,16ADB04389.000,4389,DAA_153,R1,T316,B13,8,6,39,81,20,11.8,54,415.233,3548.793663,3832.697156,1918.266845
Dar16C_hiP,16ADB04404.000,4404,DAN_022,R2,T251,B1,8,7,39,83,27,11.2,63,362.88,2486.712558,2486.712558,1687.813953
Dar16C_hiP,16ADB04521.000,4521,DAA_119,R2,T372,B1,8,8,46,83,28,11.5,54,254.016,2175.873488,1678.530977,1177.478316
Dar16C_hiP,16ADB04536.000,4536,SAB_686,R2,T177,B7,8,9,39,80,30,11.5,56,331.128,2836.406512,2042.212688,1534.92709
Dar16C_hiP,16ADB04653.000,4653,RAA_034,R2,T187,B7,8,10,45,84,26,12.4,54,451.737,3185.594372,3185.594372,2072.709051
Dar16C_hiP,16ADB04668.000,4668,DAB_915,R2,T12,B13,8,11,38,80,27,12.1,48,269.217,2293.040145,1834.432116,1239.48116
Dar16C_hiP,16ADB04785.000,4785,DAN_004,R2,T233,B13,8,12,46,83,25,11.2,63,263.088,2253.583256,1947.095933,1223.665116
Dar16C_hiP,16ADB04009.000,4009,ACC_018,R1,T31,B1,9,1,39,80,27,11.6,50,200.772,1719.791163,1375.83293,929.6168448
Dar16C_hiP,16ADB04124.000,4124,DAA_015,R1,T345,B1,9,2,38,78,29,11.7,55,282.906,2420.600756,1802.930218,1308.432841
Dar16C_hiP,16ADB04141.000,4141,RAA_034,R1,T187,B7,9,3,44,84,22,11.6,54,164.268,1403.918372,1378.392584,760.5956003
Dar16C_hiP,16ADB04256.000,4256,NUA_184,R1,T20,B7,9,4,48,83,31,11.6,64,141.453,1211.671047,844.2611163,654.9573224
Dar16C_hiP,16ADB04273.000,4273,RMX_020,R1,T207,B13,9,5,47,83,28,11.2,41,303.912,2603.277209,2008.242419,1413.544186
Dar16C_hiP,16ADB04388.000,4388,DAA_051,R1,T331,B13,9,6,39,79,27,11.9,69,381.024,3252.733953,2602.187163,1758.234569
Dar16C_hiP,16ADB04405.000,4405,LPA_435,R2,T161,B1,9,7,39,81,27,11.6,50,385.56,3302.665116,2642.132093,1785.224387
Dar16C_hiP,16ADB04520.000,4520,DAB_578,R2,T116,B1,9,8,40,80,31,11.4,50,254.016,2175.873488,1516.092495,1178.808799
Dar16C_hiP,16ADB04537.000,4537,DAB_625,R2,T148,B7,9,9,38,80,21,11.3,51,294.84,2525.567442,2597.726512,1369.804525
Dar16C_hiP,16ADB04652.000,4652,LPA_774,R2,T302,B7,9,10,38,82,25,11.1,62,310.284,2657.85907,2296.390236,1444.8066
Dar16C_hiP,16ADB04669.000,4669,DAA_148,R2,T315,B13,9,11,37,81,28,11.6,49,228.15,1949.886628,1504.198256,1056.382778
Dar16C_hiP,16ADB04784.000,4784,DAB_251,R2,T88,B13,9,12,45,83,27,11.3,59,376.488,3224.955349,2579.964279,1749.135009
Dar16C_hiP,16ADB04010.000,4010,DAN_008,R1,T237,B1,10,1,43,81,31,12.5,47,269.217,2282.605378,1590.460521,1233.840745
Dar16C_hiP,16ADB04123.000,4123,AFR_298,R1,T381,B1,10,2,40,83,29,12.3,52,273.78,2326.599419,1732.915429,1257.621307
Dar16C_hiP,16ADB04142.000,4142,DAA_111,R1,T364,B7,10,3,40,79,30,13.3,42,360.477,3028.425959,2180.466691,1636.987005
Dar16C_hiP,16ADB04255.000,4255,AFR_298,R1,T65,B7,10,4,44,82,22,11.6,53,426.384,3652.35907,3585.952541,1974.248146
Dar16C_hiP,16ADB04274.000,4274,NUA_230,R1,T39,B13,10,5,47,85,24,11.2,55,290.304,2486.712558,2238.041302,1350.251163
Dar16C_hiP,16ADB04387.000,4387,DAA_021,R1,T353,B13,10,6,40,81,25,11.5,79,449.064,3846.633488,3323.491334,2081.613451
Dar16C_hiP,16ADB04406.000,4406,DAB_514,R2,T70,B1,10,7,40,82,27,11.2,63,346.788,2970.548372,2376.438698,1612.967442
Dar16C_hiP,16ADB04519.000,4519,DAN_020,R2,T249,B1,10,8,47,85,28,11.6,55,204.12,1748.469767,1348.819535,945.1187932
Dar16C_hiP,16ADB04538.000,4538,DAA_029,R2,T348,B7,10,9,46,83,29,11.6,67,449.064,3846.633488,2865.078736,2079.261345
Dar16C_hiP,16ADB04651.000,4651,DAA_002,R2,T256,B7,10,10,40,82,30,11.9,59,314.847,2687.792703,1935.210747,1452.860921
Dar16C_hiP,16ADB04670.000,4670,CMB_080,R2,T283,B13,10,11,44,82,25,12.2,49,328.536,2795.102791,2414.968811,1510.866373
Dar16C_hiP,16ADB04783.000,4783,ACC_024,R2,T40,B13,10,12,42,83,32,11,45,281.232,2409.002791,1626.076884,1311.001886
Dar16C_hiP,16ADB04011.000,4011,RED_CANADIAN_WONDER,R1,T201,B1,11,1,38,82,31,12.3,40,269.217,2287.822762,1594.09586,1236.660952
Dar16C_hiP,16ADB04122.000,4122,DAA_009,R1,T264,B1,11,2,38,79,27,11.5,55,355.914,3048.720698,2438.976558,1649.821339
Dar16C_hiP,16ADB04143.000,4143,DAB_917,R1,T10,B7,11,3,39,80,28,11.1,55,346.788,2970.548372,2291.565887,1614.783847
Dar16C_hiP,16ADB04254.000,4254,ACC_017,R1,T25,B7,11,4,44,82,26,11.6,52,213.192,1826.179535,1517.133767,987.1240729
Dar16C_hiP,16ADB04275.000,4275,DAB_064,R1,T214,B13,11,5,40,82,30,11,52,385.56,3302.665116,2377.918884,1797.341295
Dar16C_hiP,16ADB04386.000,4386,SEQ_1006,R1,T198,B13,11,6,46,85,32,11.9,62,346.788,2960.467326,1998.315445,1600.252608
Dar16C_hiP,16ADB04407.000,4407,LPA_568,R2,T296,B1,11,7,40,82,25,11.2,49,290.304,2486.712558,2148.51965,1350.251163
Dar16C_hiP,16ADB04518.000,4518,DAB_106,R2,T217,B1,11,8,48,85,28,11.6,48,317.52,2719.84186,2098.163721,1470.184789
Dar16C_hiP,16ADB04539.000,4539,DAB_597,R2,T143,B7,11,9,39,80,32,11.6,53,308.448,2642.132093,1783.439163,1428.17951
Dar16C_hiP,16ADB04650.000,4650,DAA_142,R2,T317,B7,11,10,46,84,32,12.3,57,282.906,2404.152733,1622.803094,1299.542018
Dar16C_hiP,16ADB04671.000,4671,DAN_008,R2,T237,B13,11,11,45,84,31,11.6,52,333.099,2853.289884,1988.098758,1542.318856
Dar16C_hiP,16ADB04782.000,4782,DAB_912,R2,T17,B13,11,12,42,83,32,11.6,50,235.872,2018.168372,1362.263651,1092.137272
Dar16C_hiP,16ADB04012.000,4012,ACC_028,R1,T46,B2,12,1,38,81,28,11.6,50,228.15,1954.30814,1507.609136,1056.382778
Dar16C_hiP,16ADB04121.000,4121,KAT_B1,R1,T62,B2,12,2,38,81,32,11.2,46,255.528,2188.825116,1477.456953,1188.502326
Dar16C_hiP,16ADB04144.000,4144,DAA_091,R1,T363,B8,12,3,38,79,25,11.5,59,351.351,3009.634535,2600.324238,1628.669783
Dar16C_hiP,16ADB04253.000,4253,DAB_084,R1,T215,B8,12,4,44,82,22,11.6,52,515.619,4336.432097,4336.432097,2387.425079
Dar16C_hiP,16ADB04276.000,4276,DAN_030,R1,T268,B14,12,5,40,80,31,12.5,48,333.099,2824.240552,1967.857933,1526.616515
Dar16C_hiP,16ADB04385.000,4385,DAN_032,R1,T270,B14,12,6,39,81,24,11.6,73,108.864,932.5172093,839.2654884,504.0633564
Dar16C_hiP,16ADB04408.000,4408,DAA_065,R2,T329,B2,12,7,39,80,29,11.8,63,438.048,3743.782326,2788.472353,2023.666122
Dar16C_hiP,16ADB04517.000,4517,SAB_686,R2,T384,B2,12,8,40,81,23,11.6,57,322.056,2758.696744,2590.776073,1491.187429
Dar16C_hiP,16ADB04540.000,4540,LPA_512,R2,T164,B8,12,9,40,81,29,12.2,57,467.208,NA,2960.607551,2148.589063
Dar16C_hiP,16ADB04649.000,4649,NUA_398,R2,T228,B8,12,10,46,84,26,11.6,61,232.713,1656.050651,1656.050651,1077.510434
Dar16C_hiP,16ADB04672.000,4672,DAB_917,R2,T10,B14,12,11,38,80,29,11.2,59,296.595,2540.600581,1892.309399,1379.511628
Dar16C_hiP,16ADB04781.000,4781,DAN_018,R2,T247,B14,12,12,45,83,25,11.6,61,185.976,1593.050233,1376.395401,861.1082338
Dar16C_hiP,16ADB04013.000,4013,CMB_105,R1,T286,B2,13,1,40,81,22,12.2,60,328.536,2795.102791,2744.28274,1510.866373
Dar16C_hiP,16ADB04120.000,4120,MAZ_048,R1,T174,B2,13,2,40,83,28,12.2,45,282.906,2406.89407,1856.746854,1301.023821
Dar16C_hiP,16ADB04145.000,4145,DAB_233,R1,T89,B8,13,3,39,80,29,11.5,55,287.469,2462.428256,1834.084494,1332.548004
Dar16C_hiP,16ADB04252.000,4252,DAB_607,R1,T115,B8,13,4,44,82,NA,11.6,NA,NA,NA,NA,NA
Dar16C_hiP,16ADB04277.000,4277,BRB_191,R1,T189,B14,13,5,47,84,30,11.7,59,294.84,2522.710465,1816.351535,1363.627278
Dar16C_hiP,16ADB04384.000,4384,DAB_628,R1,T150,B14,13,6,39,79,30,11.2,59,442.611,3791.357791,2729.777609,2058.655814
Dar16C_hiP,16ADB04409.000,4409,DAA_009,R2,T264,B2,13,7,38,80,28,11.4,55,417.312,3574.649302,2757.586605,1936.614456
Dar16C_hiP,16ADB04516.000,4516,DAA_118,R2,T371,B2,13,8,47,84,29,11.6,50,226.8,1942.744186,1447.009463,1050.131992
Dar16C_hiP,16ADB04541.000,4541,RMX_020,R2,T207,B8,13,9,47,84,33,12,43,317.52,2707.534884,1772.204651,1463.53237
Dar16C_hiP,16ADB04648.000,4648,DAB_579,R2,T117,B8,13,10,42,81,28,11.2,61,310.284,2657.85907,2050.348425,1443.181395
Dar16C_hiP,16ADB04673.000,4673,RMX_019,R2,T206,B14,13,11,45,84,28,11.3,44,355.914,3048.720698,2351.870252,1653.549749
Dar16C_hiP,16ADB04780.000,4780,BRB_264,R2,T192,B14,13,12,42,81,30,11.1,44,353.808,3030.68093,2182.09027,1647.471779
Dar16C_hiP,16ADB04014.000,4014,DAN_024,R1,T253,B2,14,1,38,81,29,11.3,66,292.032,2501.514419,1863.196946,1356.758768
Dar16C_hiP,16ADB04119.000,4119,DAB_633,R1,T153,B2,14,2,39,80,24,11.7,46,269.217,2303.474913,2073.127422,1245.121574
Dar16C_hiP,16ADB04146.000,4146,SAB_626,R1,T175,B8,14,3,39,80,28,11.5,56,287.469,2462.428256,1899.587512,1332.548004
Dar16C_hiP,16ADB04251.000,4251,DAB_616,R1,T131,B8,14,4,40,85,21,11.4,51,328.536,2962.319706,2894.609542,1524.63281
Dar16C_hiP,16ADB04278.000,4278,LPA_499,R1,T163,B14,14,5,40,81,29,11.7,51,349.272,2988.441628,2225.873764,1615.373853
Dar16C_hiP,16ADB04383.000,4383,DAN_017,R1,T246,B14,14,6,39,82,31,12.4,61,467.208,2763.291727,2763.291727,2143.694783
Dar16C_hiP,16ADB04410.000,4410,DAB_570,R2,T105,B2,14,7,40,82,30,11.5,55,303.912,2603.277209,1874.359591,1408.768699
Dar16C_hiP,16ADB04515.000,4515,DAB_609,R2,T120,B2,14,8,39,82,28,12.2,51,326.592,2778.563721,2143.463442,1501.926336
Dar16C_hiP,16ADB04542.000,4542,DAB_090,R2,T216,B8,14,9,38,82,32,11.4,48,421.848,3613.504186,2439.115326,1957.664613
Dar16C_hiP,16ADB04647.000,4647,AFR_619,R2,T100,B8,14,10,46,84,25,11.8,49,392.418,3353.805,2897.68752,1812.867568
Dar16C_hiP,16ADB04674.000,4674,DAB_934,R2,T55,B14,14,11,39,81,27,11.3,42,250.965,2149.738953,1719.791163,1165.964566
Dar16C_hiP,16ADB04779.000,4779,DAB_904,R2,T19,B14,14,12,38,81,21,11.6,52,217.728,1854.485581,1907.470884,1008.126713
Dar16C_hiP,16ADB04015.000,4015,MAZ_021,R1,T172,B2,15,1,40,82,28,11.4,51,305.721,2618.772907,2020.196243,1418.755531
Dar16C_hiP,16ADB04118.000,4118,DAA_078,R1,T356,B2,15,2,38,79,26,11.5,61,428.922,3674.099302,3052.328651,1988.246229
Dar16C_hiP,16ADB04147.000,4147,DAA_003,R1,T257,B8,15,3,39,80,24,11.5,58,246.402,2110.652791,1899.587512,1142.184004
Dar16C_hiP,16ADB04250.000,4250,DAA_121,R1,T374,B8,15,4,44,82,27,11.2,61,322.056,2758.696744,2206.957395,1497.934884
Dar16C_hiP,16ADB04279.000,4279,DAN_047,R1,T321,B14,15,5,39,80,21,11.6,51,231.336,1974.874186,2031.299163,1071.134632
Dar16C_hiP,16ADB04382.000,4382,DAA_148,R1,T315,B14,15,6,39,80,25,12.3,52,428.922,3645.005756,3149.284973,1970.273382
Dar16C_hiP,16ADB04411.000,4411,NUA_230,R2,T39,B2,15,7,47,85,28,11.1,56,303.912,2603.277209,2008.242419,1415.136015
Dar16C_hiP,16ADB04514.000,4514,DAA_123,R2,T323,B2,15,8,40,82,24,11.4,50,358.344,3069.535814,2762.582233,1662.962414
Dar16C_hiP,16ADB04543.000,4543,ACC_011,R2,T29,B8,15,9,39,82,35,12.2,51,267.624,2276.878605,1405.159367,1230.745192
Dar16C_hiP,16ADB04646.000,4646,SEQ_1004,R2,T197,B8,15,10,44,82,29,12.2,52,387.855,3299.774128,2457.762799,1783.661691
Dar16C_hiP,16ADB04675.000,4675,CAL_096,R2,T64,B14,15,11,40,81,27,12,70,301.158,2568.013953,2054.411163,1388.115651
Dar16C_hiP,16ADB04778.000,4778,AFR_722,R2,T396,B14,15,12,46,83,25,11.6,60,381.024,3263.810233,2819.932041,1764.221747
Dar16C_hiP,16ADB04016.000,4016,CMB_012,R1,T279,B2,16,1,43,83,27,11.6,46,342.225,2931.462209,2345.169767,1584.574167
Dar16C_hiP,16ADB04117.000,4117,DIACOL_CALIMA,R1,T210,B2,16,2,39,80,25,11.5,64,337.662,2892.376047,2499.012904,1565.215116
Dar16C_hiP,16ADB04148.000,4148,LPA_772,R1,T300,B8,16,3,42,81,27,12.1,51,314.847,2681.691017,2145.352814,1449.562712
Dar16C_hiP,16ADB04249.000,4249,ACC_024,R1,T40,B8,16,4,38,82,27,11.6,58,326.592,2797.551628,2238.041302,1512.190069
Dar16C_hiP,16ADB04280.000,4280,DAB_581,R1,T119,B14,16,5,46,81,27,11.1,60,403.704,3458.084651,2766.467721,1879.807542
